Disease	Disease_id	Gene	Gene_id	UniProt	Gene_Full_Name	Protein_Class	N_diseases_g	DSI_g	DPI_g	pLI	Score_gda	EL_gda	EI_gda	N_PMIDs	N_SNPs_gda	First_Ref	Last_Ref
Parkinson Disease	C0030567	GFPT1	2673	Q06210	glutamine--fructose-6-phosphate transaminase 1	Enzyme	104	0.612	0.654	0.89953	0.01		0.0	1	0	2011.0	2011.0
Parkinson Disease	C0030567	GHR	2690	P10912	growth hormone receptor	Signaling	247	0.49	0.846	8.4385e-05	0.01		1.0	1	0	2019.0	2019.0
Parkinson Disease	C0030567	GHSR	2693	Q92847	growth hormone secretagogue receptor	G-protein coupled receptor	171	0.528	0.769	0.0065825	0.01		1.0	1	0	2017.0	2017.0
Parkinson Disease	C0030567	CHORDC1	26973	Q9UHD1	cysteine and histidine rich domain containing 1	Signaling	19	0.792	0.192	0.90164	0.01		1.0	1	0	2019.0	2019.0
Parkinson Disease	C0030567	SEC22A	26984	Q96IW7	SEC22 homolog A, vesicle trafficking protein		1	1.0	0.038	1.3936e-06	0.01		1.0	1	0	2019.0	2019.0
Parkinson Disease	C0030567	ATP2C1	27032	P98194	ATPase secretory pathway Ca2+ transporting 1	Transporter	45	0.663	0.423	1.0	0.01		1.0	1	0	2013.0	2013.0
Parkinson Disease	C0030567	ACAD8	27034	Q9UKU7	acyl-CoA dehydrogenase family member 8	Enzyme	203	0.506	0.885	5.6389e-14	0.01		1.0	1	0	2019.0	2019.0
Parkinson Disease	C0030567	GJB1	2705	P08034	gap junction protein beta 1	Cell-cell junction	224	0.514	0.731	0.84627	0.01		1.0	1	0	2019.0	2019.0
Parkinson Disease	C0030567	GJB2	2706	P29033	gap junction protein beta 2	Cell-cell junction	392	0.441	0.846	6.562e-16	0.01		1.0	1	0	2017.0	2017.0
Parkinson Disease	C0030567	B3GAT1	27087	Q9P2W7	beta-1,3-glucuronyltransferase 1	Enzyme	199	0.494	0.769	0.13521	0.01		1.0	1	0	2018.0	2018.0
Parkinson Disease	C0030567	CACNG5	27091	Q9UF02	calcium voltage-gated channel auxiliary subunit gamma 5	Ion channel	6	0.839	0.115	0.0061164	0.01		1.0	1	0	2018.0	2018.0
Parkinson Disease	C0030567	CACYBP	27101	Q9HB71	calcyclin binding protein	Enzyme	61	0.617	0.692	0.91984	0.01		1.0	1	0	2019.0	2019.0
Parkinson Disease	C0030567	PDE7B	27115	Q9NP56	phosphodiesterase 7B		34	0.691	0.423	0.54578	0.01		1.0	1	0	2015.0	2015.0
Parkinson Disease	C0030567	AGO2	27161	Q9UKV8	argonaute RISC catalytic component 2		186	0.501	0.885	1.0	0.01		1.0	1	0	2013.0	2013.0
Parkinson Disease	C0030567	GPR78	27201	Q96P69	G protein-coupled receptor 78	G-protein coupled receptor	22	0.722	0.192	2.6834e-06	0.01		1.0	1	0	2019.0	2019.0
Parkinson Disease	C0030567	SIT1	27240	Q9Y3P8	signaling threshold regulating transmembrane adaptor 1		29	0.682	0.615	0.00096493	0.01		0.0	1	0	2019.0	2019.0
Parkinson Disease	C0030567	RBMS3	27303	Q6XE24	RNA binding motif single stranded interacting protein 3		116	0.553	0.692	0.2128	0.01		1.0	1	0	2005.0	2005.0
Parkinson Disease	C0030567	TOX3	27324	O15405	TOX high mobility group box family member 3		49	0.636	0.538	0.9995	0.01		1.0	1	0	2018.0	2018.0
Parkinson Disease	C0030567	GLI1	2735	P08151	GLI family zinc finger 1		369	0.431	0.846	7.6639e-14	0.01		1.0	1	0	2004.0	2004.0
Parkinson Disease	C0030567	GLI2	2736	P10070	GLI family zinc finger 2		351	0.446	0.846	0.97303	0.01		1.0	1	0	2003.0	2003.0
Parkinson Disease	C0030567	BIN1	274	O00499	bridging integrator 1		163	0.55	0.692	0.77822	0.01		1.0	1	0	2015.0	2015.0
Parkinson Disease	C0030567	MAT2B	27430	Q9NZL9	methionine adenosyltransferase 2B		48	0.644	0.5	0.046226	0.01		1.0	1	0	2007.0	2007.0
Parkinson Disease	C0030567	TOR2A	27433	Q5JU69;Q8N2E6	torsin family 2 member A	Chaperone	29	0.691	0.308	0.13617	0.01		1.0	1	0	2018.0	2018.0
Parkinson Disease	C0030567	GLS	2744	O94925	glutaminase	Enzyme	217	0.489	0.808	0.96154	0.01		1.0	1	0	2009.0	2009.0
Parkinson Disease	C0030567	GLUD1	2746	P00367	glutamate dehydrogenase 1	Enzyme	86	0.584	0.731	0.0070495	0.01		1.0	1	0	2011.0	2011.0
Parkinson Disease	C0030567	GNAL	2774	P38405	G protein subunit alpha L	Enzyme modulator	41	0.674	0.308	0.99829	0.01		1.0	1	0	2014.0	2014.0
Parkinson Disease	C0030567	GNAQ	2776	P50148	G protein subunit alpha q	Enzyme modulator	219	0.516	0.808	0.98069	0.01		1.0	1	0	2017.0	2017.0
Parkinson Disease	C0030567	SELENOH	280636	Q8IZQ5	selenoprotein H		10	0.821	0.192	0.0013219	0.01		1.0	1	0	2019.0	2019.0
Parkinson Disease	C0030567	GPR3	2827	P46089	G protein-coupled receptor 3	G-protein coupled receptor	18	0.743	0.5	0.00026263	0.01		1.0	1	0	2017.0	2017.0
Parkinson Disease	C0030567	GPR6	2830	P46095	G protein-coupled receptor 6	G-protein coupled receptor	3	0.89	0.115	0.068111	0.01		1.0	1	0	2017.0	2017.0
Parkinson Disease	C0030567	OR10A4	283297	Q9H209	olfactory receptor family 10 subfamily A member 4	G-protein coupled receptor	128	0.54	0.808	1.6786e-05	0.01		1.0	1	0	2008.0	2008.0
Parkinson Disease	C0030567	UTS2R	2837	Q9UKP6	urotensin 2 receptor	G-protein coupled receptor	98	0.566	0.692	2.3172e-05	0.01		1.0	1	0	2017.0	2017.0
Parkinson Disease	C0030567	ANGPT1	284	Q15389	angiopoietin 1	Signaling	340	0.446	0.808	0.95208	0.01		1.0	1	0	2018.0	2018.0
Parkinson Disease	C0030567	GPR17	2840	Q13304	G protein-coupled receptor 17	G-protein coupled receptor	41	0.686	0.615	8.4259e-05	0.01		1.0	1	0	2018.0	2018.0
Parkinson Disease	C0030567	LYPD5	284348	Q6UWN5	LY6/PLAUR domain containing 5		64	0.608	0.615	0.00047161	0.01		1.0	1	0	2016.0	2016.0
Parkinson Disease	C0030567	ZNF763	284390	Q0D2J5	zinc finger protein 763		35	0.691	0.5	0.018273	0.01		1.0	1	0	2019.0	2019.0
Parkinson Disease	C0030567	MCHR1	2847	Q99705	melanin concentrating hormone receptor 1	G-protein coupled receptor	45	0.65	0.5	4.7359e-05	0.01		1.0	1	0	2017.0	2017.0
Parkinson Disease	C0030567	ANGPT2	285	O15123	angiopoietin 2	Signaling	457	0.41	0.846	0.83208	0.01		1.0	1	0	2019.0	2019.0
Parkinson Disease	C0030567	GPER1	2852	Q99527	G protein-coupled estrogen receptor 1	G-protein coupled receptor	180	0.505	0.731	0.57434	0.01		1.0	1	0	2017.0	2017.0
Parkinson Disease	C0030567	FBXW12	285231	Q6X9E4	F-box and WD repeat domain containing 12		5	0.89	0.154	7.0808e-10	0.01		1.0	1	0	2017.0	2017.0
Parkinson Disease	C0030567	PPIL6	285755	Q8IXY8	peptidylprolyl isomerase like 6		9	0.861	0.154	1.7495e-09	0.01		1.0	1	0	2020.0	2020.0
Parkinson Disease	C0030567	ANK1	286	P16157	ankyrin 1		166	0.54	0.885	1.0	0.01		0.0	1	0	2019.0	2019.0
Parkinson Disease	C0030567	TMED10P1	286102		transmembrane p24 trafficking protein 10 pseudogene 1		44	0.663	0.615		0.01		1.0	1	0	2018.0	2018.0
Parkinson Disease	C0030567	FFAR1	2864	O14842	free fatty acid receptor 1	G-protein coupled receptor	63	0.619	0.577	0.00075686	0.01		1.0	1	0	2017.0	2017.0
Parkinson Disease	C0030567	ANK2	287	Q01484	ankyrin 2		71	0.626	0.538	1.0	0.01		1.0	1	0	2019.0	2019.0
Parkinson Disease	C0030567	GIT1	28964	Q9Y2X7	GIT ArfGAP 1		56	0.647	0.538	0.99978	0.01		1.0	1	0	2010.0	2010.0
Parkinson Disease	C0030567	ACAD9	28976	Q9H845	acyl-CoA dehydrogenase family member 9	Enzyme	49	0.722	0.269	4.5256e-08	0.01		1.0	1	0	2012.0	2012.0
Parkinson Disease	C0030567	FLVCR1	28982	Q9Y5Y0	FLVCR heme transporter 1	Transporter	188	0.529	0.885	0.0013127	0.01		1.0	1	0	2008.0	2008.0
Parkinson Disease	C0030567	MCTS1	28985	Q9ULC4	MCTS1 re-initiation and release factor	Receptor	109	0.552	0.692	0.87474	0.01		1.0	1	0	2013.0	2013.0
Parkinson Disease	C0030567	DBNL	28988	Q9UJU6	drebrin like	Cellular structure	30	0.695	0.654	0.017939	0.01		1.0	1	0	2008.0	2008.0
Parkinson Disease	C0030567	GRIK3	2899	Q13003	glutamate ionotropic receptor kainate type subunit 3	Ion channel	35	0.674	0.538	0.99998	0.01		1.0	1	0	2020.0	2020.0
Parkinson Disease	C0030567	HIPK2	28996	Q9H2X6	homeodomain interacting protein kinase 2	Kinase	102	0.566	0.731	1.0	0.01		1.0	1	0	2017.0	2017.0
Parkinson Disease	C0030567	GRIN1	2902	Q05586	glutamate ionotropic receptor NMDA type subunit 1	Ion channel	150	0.561	0.692	0.97629	0.01		1.0	1	2	2010.0	2010.0
Parkinson Disease	C0030567	GRIN2C	2905	Q14957	glutamate ionotropic receptor NMDA type subunit 2C	Ion channel	11	0.792	0.269	2.3053e-07	0.01		1.0	1	0	2018.0	2018.0
Parkinson Disease	C0030567	SETD2	29072	Q9BYW2	SET domain containing 2, histone lysine methyltransferase	Epigenetic regulator	447	0.424	0.846	1.0	0.01		1.0	1	0	2016.0	2016.0
Parkinson Disease	C0030567	SCG3	29106	Q8WXD2	secretogranin III		24	0.705	0.423	0.0014883	0.01		1.0	1	0	2012.0	2012.0
Parkinson Disease	C0030567	PYCARD	29108	Q9ULZ3	PYD and CARD domain containing	Enzyme	294	0.457	0.808	0.00019768	0.01		1.0	1	0	2018.0	2018.0
Parkinson Disease	C0030567	TBK1	29110	Q9UHD2	TANK binding kinase 1	Kinase	207	0.513	0.846	0.075174	0.01		1.0	1	0	2015.0	2015.0
Parkinson Disease	C0030567	GRM3	2913	Q14832	glutamate metabotropic receptor 3	G-protein coupled receptor	79	0.606	0.538	0.78458	0.01		0.0	1	0	2019.0	2019.0
Parkinson Disease	C0030567	GRM8	2918	O00222	glutamate metabotropic receptor 8	G-protein coupled receptor	56	0.636	0.577	4.5334e-07	0.01		1.0	1	0	2018.0	2018.0
Parkinson Disease	C0030567	GSPT1	2935	P15170	G1 to S phase transition 1	Enzyme	30	0.7	0.462	0.99986	0.01		1.0	1	0	2005.0	2005.0
Parkinson Disease	C0030567	GSR	2936	P00390	glutathione-disulfide reductase	Enzyme	206	0.494	0.846	1.2922e-06	0.01		1.0	1	0	2017.0	2017.0
Parkinson Disease	C0030567	GTF2H4	2968	Q92759	general transcription factor IIH subunit 4	Transcription factor	87	0.573	0.846	4.2353e-07	0.01		1.0	1	0	2017.0	2017.0
Parkinson Disease	C0030567	USP25	29761	Q9UHP3	ubiquitin specific peptidase 25	Enzyme	21	0.743	0.308	0.7522	0.01		0.0	1	0	2019.0	2019.0
Parkinson Disease	C0030567	EEF2K	29904	O00418	eukaryotic elongation factor 2 kinase	Kinase	52	0.641	0.385	8.3628e-20	0.01		1.0	1	0	2018.0	2018.0
Parkinson Disease	C0030567	HOOK2	29911	Q96ED9	hook microtubule tethering protein 2	Enzyme modulator	50	0.659	0.654	4.6471e-18	0.01		1.0	1	0	2019.0	2019.0
Parkinson Disease	C0030567	DPP7	29952	Q9UHL4	dipeptidyl peptidase 7	Enzyme	11	0.839	0.269	3.9946e-22	0.01		1.0	1	0	2017.0	2017.0
Parkinson Disease	C0030567	PSAT1	29968	Q9Y617	phosphoserine aminotransferase 1		285	0.478	0.846	1.0621e-08	0.01		1.0	1	0	2017.0	2017.0
Parkinson Disease	C0030567	UBQLN2	29978	Q9UHD9	ubiquilin 2		59	0.656	0.462	0.84968	0.01		1.0	1	0	2020.0	2020.0
Parkinson Disease	C0030567	UBQLN1	29979	Q9UMX0	ubiquilin 1		49	0.65	0.423	0.99884	0.01		1.0	1	1	2007.0	2007.0
Parkinson Disease	C0030567	SLC39A2	29986	Q9NP94	solute carrier family 39 member 2	Transporter	17	0.751	0.5	7.204e-05	0.01		1.0	1	0	2018.0	2018.0
Parkinson Disease	C0030567	OBP2A	29991	Q9NY56	odorant binding protein 2A	Enzyme	71	0.61	0.462	1.5163e-06	0.01		1.0	1	1	2019.0	2019.0
Parkinson Disease	C0030567	HSD17B10	3028	Q99714	hydroxysteroid 17-beta dehydrogenase 10	Enzyme	65	0.656	0.538	0.93604	0.01		1.0	1	0	2004.0	2004.0
Parkinson Disease	C0030567	HAS2	3037	Q92819	hyaluronan synthase 2		85	0.588	0.692	0.99013	0.01		1.0	1	0	2013.0	2013.0
Parkinson Disease	C0030567	HCRTR1	3061	O43613	hypocretin receptor 1	G-protein coupled receptor	71	0.623	0.654	0.00017378	0.01		1.0	1	0	2018.0	2018.0
Parkinson Disease	C0030567	HDAC1	3065	Q13547	histone deacetylase 1	Epigenetic regulator	277	0.46	0.846	0.61427	0.01		1.0	1	0	2016.0	2016.0
Parkinson Disease	C0030567	HDAC2	3066	Q92769	histone deacetylase 2	Epigenetic regulator	257	0.476	0.846	0.99997	0.01		1.0	1	0	2018.0	2018.0
Parkinson Disease	C0030567	HEXA	3073	P06865	hexosaminidase subunit alpha	Enzyme	79	0.633	0.615	1.3405e-11	0.01		1.0	1	0	2013.0	2013.0
Parkinson Disease	C0030567	ANXA5	308	P08758	annexin A5		283	0.458	0.769	3.7978e-15	0.01		1.0	1	0	2015.0	2015.0
Parkinson Disease	C0030567	VSX1	30813	Q9NZR4	visual system homeobox 1		95	0.579	0.692	0.035854	0.01		1.0	1	0	2013.0	2013.0
Parkinson Disease	C0030567	HLA-A	3105	P04439	major histocompatibility complex, class I, A		672	0.37	0.846	0.0013299	0.01		0.0	1	0	1982.0	1982.0
Parkinson Disease	C0030567	HLA-B	3106	P01889	major histocompatibility complex, class I, B		706	0.379	0.885	3.8642e-05	0.01		1.0	1	0	1982.0	1982.0
Parkinson Disease	C0030567	HLA-DQB1	3119	P01920	major histocompatibility complex, class II, DQ beta 1	Immune response	504	0.407	0.885	0.0089259	0.01		1.0	1	0	2016.0	2016.0
Parkinson Disease	C0030567	HLF	3131	Q16534	HLF transcription factor, PAR bZIP family member	Nucleic acid binding	53	0.628	0.615	0.95215	0.01		1.0	1	0	2012.0	2012.0
Parkinson Disease	C0030567	HNF4A	3172	P41235	hepatocyte nuclear factor 4 alpha	Nuclear receptor	340	0.461	0.808	0.15285	0.01		1.0	1	0	2015.0	2015.0
Parkinson Disease	C0030567	HNRNPA1	3178	P09651	heterogeneous nuclear ribonucleoprotein A1		188	0.529	0.885	0.99911	0.01		1.0	1	0	2016.0	2016.0
Parkinson Disease	C0030567	TLX2	3196	O43763	T cell leukemia homeobox 2		45	0.659	0.538	0.2548	0.01		1.0	1	0	2013.0	2013.0
Parkinson Disease	C0030567	APBB1	322	O00213	amyloid beta precursor protein binding family B member 1		25	0.722	0.346	0.96811	0.01		1.0	1	0	2008.0	2008.0
Parkinson Disease	C0030567	APC	324	P25054	APC regulator of WNT signaling pathway		703	0.373	0.962	1.0	0.01		1.0	1	0	2018.0	2018.0
Parkinson Disease	C0030567	HPD	3242	P32754	4-hydroxyphenylpyruvate dioxygenase	Enzyme	102	0.573	0.769	0.00052764	0.01		1.0	1	0	2013.0	2013.0
Parkinson Disease	C0030567	HSPA1B	3304	P0DMV8;P0DMV9	heat shock protein family A (Hsp70) member 1B		251	0.474	0.808	0.0053464	0.01		1.0	1	0	2004.0	2004.0
Parkinson Disease	C0030567	HSPA1L	3305	P34931	heat shock protein family A (Hsp70) member 1 like		65	0.603	0.654	1.057e-06	0.01		1.0	1	0	2004.0	2004.0
Parkinson Disease	C0030567	XIAP	331	P98170	X-linked inhibitor of apoptosis	Enzyme modulator	321	0.447	0.808	0.91837	0.01		1.0	1	0	2018.0	2018.0
Parkinson Disease	C0030567	HSPB1	3315	P04792	heat shock protein family B (small) member 1		395	0.436	0.808	2.7797e-07	0.01		1.0	1	0	2012.0	2012.0
Parkinson Disease	C0030567	HSPB2	3316	Q16082	heat shock protein family B (small) member 2		290	0.457	0.769	0.00032989	0.01		1.0	1	0	2012.0	2012.0
Parkinson Disease	C0030567	HTR6	3362	P50406	5-hydroxytryptamine receptor 6	G-protein coupled receptor	57	0.626	0.5	0.00018524	0.01		1.0	1	0	2002.0	2002.0
Parkinson Disease	C0030567	RSPO2	340419	Q6UXX9	R-spondin 2		113	0.558	0.577	0.024608	0.01		1.0	1	0	2018.0	2018.0
Parkinson Disease	C0030567	CPP	340451		ceruloplasmin pseudogene		55	0.631	0.731		0.01		0.0	1	0	2017.0	2017.0
Parkinson Disease	C0030567	GOLGA6A	342096	Q9NYA3	golgin A6 family member A		90	0.592	0.654	1.61e-05	0.01		1.0	1	0	2017.0	2017.0
Parkinson Disease	C0030567	NANOS3	342977	P60323	nanos C2HC-type zinc finger 3		52	0.631	0.538	0.039203	0.01		1.0	1	0	1999.0	1999.0
Parkinson Disease	C0030567	APOC3	345	P02656	apolipoprotein C3		153	0.531	0.731	0.010024	0.01		1.0	1	0	2012.0	2012.0
Parkinson Disease	C0030567	HSD17B13	345275	Q7Z5P4	hydroxysteroid 17-beta dehydrogenase 13		58	0.623	0.538	2.7371e-05	0.01		1.0	1	0	2015.0	2015.0
Parkinson Disease	C0030567	IFNAR1	3454	P17181	interferon alpha and beta receptor subunit 1	Receptor	142	0.532	0.769	3.2501e-12	0.01		1.0	1	0	2017.0	2017.0
Parkinson Disease	C0030567	PFN3	345456	P60673	profilin 3		3	0.89	0.154	0.50096	0.01		1.0	1	0	2019.0	2019.0
Parkinson Disease	C0030567	SEPTIN14	346288	Q6ZU15	septin 14		8	0.805	0.077	6.8701e-06	0.01		1.0	1	0	2016.0	2016.0
Parkinson Disease	C0030567	AMIGO2	347902	Q86SJ2	adhesion molecule with Ig like domain 2		18	0.729	0.615	0.59743	0.01		1.0	1	0	2003.0	2003.0
Parkinson Disease	C0030567	HCN1	348980	O60741	hyperpolarization activated cyclic nucleotide gated potassium channel 1		157	0.564	0.654	0.99989	0.01		1.0	1	0	2016.0	2016.0
Parkinson Disease	C0030567	IGHG3	3502	P01860	immunoglobulin heavy constant gamma 3 (G3m marker)		161	0.513	0.769		0.01		1.0	1	0	2019.0	2019.0
Parkinson Disease	C0030567	TICAM2	353376	Q86XR7;Q9Y3B3	toll like receptor adaptor molecule 2		332	0.438	0.769	0.0025936	0.01		1.0	1	0	2016.0	2016.0
Parkinson Disease	C0030567	IKBKB	3551	O14920	inhibitor of nuclear factor kappa B kinase subunit beta	Kinase	191	0.506	0.846	0.99192	0.01		1.0	1	0	2019.0	2019.0
Parkinson Disease	C0030567	IL9	3578	P15248	interleukin 9		291	0.461	0.846	8.1087e-07	0.01		1.0	1	0	2016.0	2016.0
Parkinson Disease	C0030567	AQP1	358	P29972	aquaporin 1 (Colton blood group)	Ion channel	268	0.467	0.885	2.5697e-07	0.01		1.0	1	0	2017.0	2017.0
Parkinson Disease	C0030567	IL13	3596	P35225	interleukin 13		587	0.386	0.846	0.014426	0.01		1.0	1	0	2018.0	2018.0
Parkinson Disease	C0030567	AQP9	366	O43315	aquaporin 9	Ion channel	100	0.565	0.808	0.24027	0.01		1.0	1	0	2018.0	2018.0
Parkinson Disease	C0030567	AR	367	P10275	androgen receptor	Nuclear receptor	854	0.351	0.846	0.98837	0.01		1.0	1	0	2003.0	2003.0
Parkinson Disease	C0030567	ITGB2	3689	P05107	integrin subunit beta 2	Receptor	340	0.444	0.923	5.0817e-15	0.01		1.0	1	0	2017.0	2017.0
Parkinson Disease	C0030567	ITPR1	3708	Q14643	inositol 1,4,5-trisphosphate receptor type 1	Ion channel	185	0.534	0.846	1.0	0.01		1.0	1	0	2017.0	2017.0
Parkinson Disease	C0030567	ITPR3	3710	Q14573	inositol 1,4,5-trisphosphate receptor type 3	Ion channel	112	0.555	0.808	2.5541e-22	0.01		1.0	1	0	2017.0	2017.0
Parkinson Disease	C0030567	JUP	3728	P14923	junction plakoglobin		81	0.628	0.5	0.00080103	0.01		1.0	1	0	2013.0	2013.0
Parkinson Disease	C0030567	KCNA5	3741	P22460	potassium voltage-gated channel subfamily A member 5	Ion channel	73	0.606	0.5	0.0010938	0.01		1.0	1	0	2019.0	2019.0
Parkinson Disease	C0030567	NDUFS7	374291	O75251	NADH:ubiquinone oxidoreductase core subunit S7		120	0.579	0.769	0.9142	0.01		1.0	1	0	2017.0	2017.0
Parkinson Disease	C0030567	ARF3	377	P61204	ADP ribosylation factor 3		18	0.751	0.385	0.35273	0.01		1.0	1	0	2007.0	2007.0
Parkinson Disease	C0030567	KCNMA1	3778	Q12791	potassium calcium-activated channel subfamily M alpha 1	Ion channel	205	0.518	0.846	0.99731	0.01		1.0	1	0	2017.0	2017.0
Parkinson Disease	C0030567	KIF2A	3796	O00139	kinesin family member 2A	Cellular structure	81	0.59	0.731	0.99998	0.01		1.0	1	0	2019.0	2019.0
Parkinson Disease	C0030567	KLK2	3817	P20151	kallikrein related peptidase 2	Enzyme	43	0.653	0.423	0.00012775	0.01		1.0	1	0	2019.0	2019.0
Parkinson Disease	C0030567	KNG1	3827	P01042	kininogen 1	Enzyme modulator	279	0.481	0.885	3.2071e-10	0.01		1.0	1	0	2016.0	2016.0
Parkinson Disease	C0030567	ARG1	383	P05089	arginase 1	Enzyme	273	0.476	0.846	0.00035944	0.01		1.0	1	0	2017.0	2017.0
Parkinson Disease	C0030567	KLC1	3831	Q07866	kinesin light chain 1		31	0.695	0.385	0.37095	0.01		1.0	1	1	2010.0	2010.0
Parkinson Disease	C0030567	KRT10	3858	P13645	keratin 10		93	0.579	0.692	0.0025253	0.01		1.0	1	0	2018.0	2018.0
Parkinson Disease	C0030567	TMEM189	387521	A5PLL7;Q13404	transmembrane protein 189		39	0.659	0.577	0.0083949	0.01		1.0	1	0	2019.0	2019.0
Parkinson Disease	C0030567	TMEM189-UBE2V1	387522	A5PLL7;Q13404	TMEM189-UBE2V1 readthrough		39	0.659	0.577	0.0083949	0.01		1.0	1	0	2019.0	2019.0
Parkinson Disease	C0030567	KRT31	3881	Q15323	keratin 31		22	0.729	0.462	0.0075531	0.01		1.0	1	0	1996.0	1996.0
Parkinson Disease	C0030567	L1CAM	3897	P32004	L1 cell adhesion molecule		289	0.475	0.769	1.0	0.01		1.0	1	0	2019.0	2019.0
Parkinson Disease	C0030567	LAD1	3898	O00515	ladinin 1	Cellular structure	87	0.584	0.731	1.7834e-14	0.01		1.0	1	0	2017.0	2017.0
Parkinson Disease	C0030567	UOX	391051		urate oxidase (pseudogene)		22	0.711	0.385		0.01		1.0	1	0	2018.0	2018.0
Parkinson Disease	C0030567	LAMB2	3913	P55268	laminin subunit beta 2	Enzyme modulator	116	0.601	0.654	2.5006e-19	0.01		1.0	1	0	2010.0	2010.0
Parkinson Disease	C0030567	HSP90AB2P	391634	Q58FF8	heat shock protein 90 alpha family class B member 2, pseudogene		1	1.0	0.038		0.01		1.0	1	0	2006.0	2006.0
Parkinson Disease	C0030567	RPSA	3921	P08865	ribosomal protein SA	Nucleic acid binding	221	0.485	0.769	0.93037	0.01		1.0	1	1	1999.0	1999.0
Parkinson Disease	C0030567	LCN1	3933	P31025	lipocalin 1	Enzyme	50	0.633	0.731	1.3298e-08	0.01		1.0	1	0	2019.0	2019.0
Parkinson Disease	C0030567	LIF	3976	P15018	LIF interleukin 6 family cytokine	Signaling	236	0.483	0.769	0.5242	0.01		1.0	1	0	2010.0	2010.0
Parkinson Disease	C0030567	LIG4	3981	P49917	DNA ligase 4		293	0.478	0.846	4.1635e-06	0.01		1.0	1	0	2006.0	2006.0
Parkinson Disease	C0030567	ASIC2	40	Q16515	acid sensing ion channel subunit 2	Ion channel	50	0.653	0.538	0.99912	0.01		1.0	1	0	2007.0	2007.0
Parkinson Disease	C0030567	LPA	4018	P08519	lipoprotein(a)	Enzyme	340	0.444	0.769	6.5917e-89	0.01		1.0	1	0	2018.0	2018.0
Parkinson Disease	C0030567	LPO	4025	P22079	lactoperoxidase	Enzyme	32	0.678	0.577	7.4989e-17	0.01		1.0	1	0	2004.0	2004.0
Parkinson Disease	C0030567	LRP1	4035	Q07954	LDL receptor related protein 1		252	0.482	0.769	1.0	0.01		1.0	1	0	1999.0	1999.0
Parkinson Disease	C0030567	LRP6	4040	O75581	LDL receptor related protein 6		134	0.536	0.808	0.69664	0.01		1.0	1	0	2017.0	2017.0
Parkinson Disease	C0030567	LRPAP1	4043	P30533	LDL receptor related protein associated protein 1		95	0.579	0.731	4.4951e-07	0.01		1.0	1	0	2014.0	2014.0
Parkinson Disease	C0030567	LTA	4049	P01374	lymphotoxin alpha	Signaling	353	0.434	0.885	0.19685	0.01		1.0	1	0	2016.0	2016.0
Parkinson Disease	C0030567	LTF	4057	P02788	lactotransferrin	Enzyme	133	0.543	0.846	1.2665e-21	0.01		1.0	1	0	2009.0	2009.0
Parkinson Disease	C0030567	CD180	4064	Q99467	CD180 molecule	Receptor	31	0.682	0.538	6.842e-05	0.01		1.0	1	0	2016.0	2016.0
Parkinson Disease	C0030567	MIRLET7D	406886		microRNA let-7d		82	0.579	0.692		0.01		1.0	1	0	2017.0	2017.0
Parkinson Disease	C0030567	MIR100	406892		microRNA 100		146	0.521	0.846		0.01		1.0	1	0	2019.0	2019.0
Parkinson Disease	C0030567	MIR107	406901		microRNA 107		123	0.543	0.769		0.01		1.0	1	0	2020.0	2020.0
Parkinson Disease	C0030567	MIR134	406924		microRNA 134		126	0.542	0.769		0.01		1.0	1	0	2020.0	2020.0
Parkinson Disease	C0030567	MIR142	406934		microRNA 142		220	0.48	0.846		0.01		1.0	1	0	2019.0	2019.0
Parkinson Disease	C0030567	MIR144	406936		microRNA 144		175	0.5	0.769		0.01		1.0	1	0	2017.0	2017.0
Parkinson Disease	C0030567	MIR15B	406949		microRNA 15b		134	0.532	0.769		0.01		1.0	1	0	2018.0	2018.0
Parkinson Disease	C0030567	MIR181A2	406954		microRNA 181a-2		85	0.57	0.654		0.01		1.0	1	0	2017.0	2017.0
Parkinson Disease	C0030567	MIR183	406959		microRNA 183		190	0.494	0.885		0.01		1.0	1	0	2019.0	2019.0
Parkinson Disease	C0030567	MIR190A	406965		microRNA 190a		44	0.65	0.423		0.01		1.0	1	0	2019.0	2019.0
Parkinson Disease	C0030567	MIR19A	406979		microRNA 19a		151	0.512	0.808		0.01		1.0	1	0	2017.0	2017.0
Parkinson Disease	C0030567	MIR214	406996		microRNA 214		221	0.48	0.808		0.01		1.0	1	0	2015.0	2015.0
Parkinson Disease	C0030567	MIR217	406999		microRNA 217		116	0.543	0.769		0.01		1.0	1	0	2019.0	2019.0
Parkinson Disease	C0030567	ARR3	407	P36575	arrestin 3	Enzyme modulator	279	0.46	0.846	0.10401	0.01		1.0	1	0	2017.0	2017.0
Parkinson Disease	C0030567	MIR222	407007		microRNA 222		210	0.486	0.808		0.01		1.0	1	0	2018.0	2018.0
Parkinson Disease	C0030567	MIR27B	407019		microRNA 27b		141	0.529	0.769		0.01		1.0	1	0	2016.0	2016.0
Parkinson Disease	C0030567	MIR30A	407029		microRNA 30a		218	0.478	0.808		0.01		1.0	1	0	2017.0	2017.0
Parkinson Disease	C0030567	MIR30C1	407031		microRNA 30c-1		109	0.552	0.769		0.01		1.0	1	0	2019.0	2019.0
Parkinson Disease	C0030567	MIR30C2	407032		microRNA 30c-2		115	0.546	0.769		0.01		1.0	1	0	2019.0	2019.0
